event_id,player_id,player_name,status,point_count,method,raw_path,error
12813000,886223,Stephen Eustaquio,downloaded,80,playwright,data/raw/player_heatmaps/match_level/12813000_886223.json,
12813000,902083,Liam Millar,downloaded,55,playwright,data/raw/player_heatmaps/match_level/12813000_902083.json,
12813000,935564,Jonathan David,downloaded,43,playwright,data/raw/player_heatmaps/match_level/12813000_935564.json,
12813000,936047,Khuliso Mudau,downloaded,89,playwright,data/raw/player_heatmaps/match_level/12813000_936047.json,
12813000,973290,Tajon Buchanan,downloaded,43,playwright,data/raw/player_heatmaps/match_level/12813000_973290.json,
12813000,976313,Jacob Shaffelburg,downloaded,20,playwright,data/raw/player_heatmaps/match_level/12813000_976313.json,
12813000,984419,Alistair Johnston,downloaded,67,playwright,data/raw/player_heatmaps/match_level/12813000_984419.json,
12813000,843665,Alphonso Davies,downloaded,29,playwright,data/raw/player_heatmaps/match_level/12813000_843665.json,
12813000,984505,Oswin Appollis,downloaded,54,playwright,data/raw/player_heatmaps/match_level/12813000_984505.json,
12813000,1014410,Thalente Mbatha,downloaded,39,playwright,data/raw/player_heatmaps/match_level/12813000_1014410.json,
12813000,1101745,Tshepang Moremi,downloaded,4,playwright,data/raw/player_heatmaps/match_level/12813000_1101745.json,
12813000,991024,Iqraam Rayners,downloaded,7,playwright,data/raw/player_heatmaps/match_level/12813000_991024.json,
12813000,1093229,Nathan-Dylan Saliba,downloaded,51,playwright,data/raw/player_heatmaps/match_level/12813000_1093229.json,
12813000,1179164,Thapelo Maseko,downloaded,56,playwright,data/raw/player_heatmaps/match_level/12813000_1179164.json,
12813000,1119328,Promise David,downloaded,14,playwright,data/raw/player_heatmaps/match_level/12813000_1119328.json,
12813000,1172477,Tani Oluwaseyi,downloaded,38,playwright,data/raw/player_heatmaps/match_level/12813000_1172477.json,
12813000,1411145,Niko Sigur,downloaded,26,playwright,data/raw/player_heatmaps/match_level/12813000_1411145.json,
12813000,1469180,Moise Bombito,downloaded,41,playwright,data/raw/player_heatmaps/match_level/12813000_1469180.json,
12813000,1564998,Relebohile Mofokeng,downloaded,23,playwright,data/raw/player_heatmaps/match_level/12813000_1564998.json,
12813000,1022170,Evidence Makgopa,downloaded,39,playwright,data/raw/player_heatmaps/match_level/12813000_1022170.json,
12813000,2058228,Mbekezeli Mbokazi,downloaded,115,playwright,data/raw/player_heatmaps/match_level/12813000_2058228.json,
12813000,1507710,Ime Okon,downloaded,117,playwright,data/raw/player_heatmaps/match_level/12813000_1507710.json,
12813001,588618,Hernán Galíndez,downloaded,30,playwright,data/raw/player_heatmaps/match_level/12813001_588618.json,
12813001,770253,Jesús Gallardo,downloaded,45,playwright,data/raw/player_heatmaps/match_level/12813001_770253.json,
12813000,1413129,Luc De Fougerolles,downloaded,34,playwright,data/raw/player_heatmaps/match_level/12813000_1413129.json,
12813001,804770,Jordy Caicedo,downloaded,14,playwright,data/raw/player_heatmaps/match_level/12813001_804770.json,
